뉴스 제목
"美서 외면 당한 ‘레이니 데이 인 뉴욕’, 박스오피스 1위 출발"
"""추억의 힘""…재개봉 '라라랜드', 박스오피스 1위"
"'라라랜드', 5일째 박스오피스 정상...하루 총 관객 수 2만 명대"
"[박스오피스]'1917', 재개봉 '라라랜드' 제치고 1위 탈환"
"박스오피스 1위 '레이니 데이 인 뉴욕', 일러스트 포스터 공개"
"'재개봉' 라라랜드, 8일 연속 박스오피스 1위 기염"
"우디 앨런 '레이니 데이 인 뉴욕', '트롤' 제치고 박스오피스 1위"
[박스오피스IS] 일부 극장 보이콧에도 '트롤: 월드 투어' 개봉 첫날 1위
"'라라랜드' 박스오피스 1위 수성, 관객 367만명 돌파"
"故김수환 추기경 영화 '저 산 너머', 개봉 전 박스오피스 1위"
"재개봉작 '라라랜드', 주말 박스오피스 1위"
"'1917', 다시 박스오피스 1위..일일 관객수 4만4000명 [★무비차트]"
“잊지 않겠습니다” 세월호 다큐 ‘유령선’ 2만명 돌파[박스오피스]
재개봉 `라라랜드` 5일째 1위…일일 관객수 2만명[MK박스오피스]
“잊지 않겠습니다” 세월호 다큐 ‘유령선’ 2만명 돌파[박스오피스]
재개봉 `라라랜드` 5일째 1위…일일 관객수 2만명[MK박스오피스]
"재개봉 '라라랜드', 박스오피스 1위…주말 관객 10만↓"
"'저 산 너머', 韓영화 박스오피스 1위·좌석판매율 1위"
"‘트롤:월드투어’ 개봉 첫 주말 1위 등극, 누적 5만7천명↑[박스오피스]"
'트롤: 월드투어' 개봉 첫날 박스오피스 1위..4월 최고 오프닝스코어[공식]
"'1917'·'라라랜드', 주말 박스오피스 정상"
"[박스오피스IS] '트롤: 월드 투어', 이틀째 1위..'저 산 너머' 3위 진입"
"'라라랜드' 박스오피스 1위 수성, '어벤져스' 시리즈 재개봉"
"‘트롤’, 4일 연속 박스오피스 정상…4만 관객 돌파 [오늘의 1위①]"
"재개봉 '라라랜드', 박스오피스 1위 '366만 관객 돌파'"
한달 반 만에 하루 10만 관객 돌파...'트롤:월드투어' 박스오피스 1위
"'트롤: 월드 투어', 개봉 첫날 박스오피스 1위..관객 9600명 동원[공식]"
"‘트롤’, 4일 연속 박스오피스 정상…4만 관객 돌파 [오늘의 1위①]"
"티모시 살라메 팬들은 주목!...‘레이니 데이 인 뉴욕’, 개봉 첫날 韓 박스오..."
"'라라랜드' 재개봉 역주행 성공, 주말 박스오피스 1위"
징검다리 연휴 강세는 가족영화 ‘트롤:월드투어’ 6일째 1위[박스오피스]
"'라라랜드', 8일 연속 박스오피스 정상 [오늘의 1위①]"
"재개봉 '어벤져스'·'어벤져스 :에오울', 박스오피스 2위 4위 [★무비차트]"
"‘트롤’, 6일째 박스오피스 정상…‘패왕별희 디 오리지널’ 2위 [오늘의 1위..."
"재개봉 '어벤져스'·'어벤져스 :에오울', 박스오피스 2위 4위 [★무비차트]"
"‘트롤’, 6일째 박스오피스 정상…‘패왕별희 디 오리지널’ 2위 [오늘의 1위..."
"‘트롤: 월드 투어’, 7일 연속 박스오피스 1위..2위 ‘나의 청춘은 너의 것’"
`저 산 너머` 개봉 전 1위…일일 관객수 여전히 1만명대[MK박스오피스]
"‘트롤: 월드 투어’ 개봉 첫 주말 박스오피스 1위, “전 세대 매료 극장가 활..."
[한국박스오피스 17주차] '라라랜드' 주말흥행 1위... '1917'과 경쟁 계속
"코로나19 극장가, 미개봉작이 박스오피스 정상에…"
"'서치 아웃', 개봉과 함께 박스오피스 1위"
‘트롤:월드투어’ 4일째 박스오피스 1위 수성
"‘트롤’ 이틀 연속 1위, 한 달여만 1위 영화 일일 관객수 1만명대[박스오피스..."
"'트롤: 월드투어', 개봉과 동시 박스오피스 1위 [오늘의 1위①]"
"세월호 영화 '유령선', 독립·예술영화 박스오피스 1위"
"개봉 D-1 '저 산 너머', 이틀 연속 박스오피스 정상 [★무비차트]"
"재개봉된 '라라랜드'·'어벤져스', 나란히 박스오피스 1·2위 [무비투데이]"
"'라라랜드', 6일 연속 박스오피스 1위…극장 일일 관객 2만 [무비투데이]"
"'트롤: 월드투어', 이틀 연속 박스오피스 1위...극장 일일관객 10만 돌파"
신작 없는 극장가…‘재개봉작’ 박스 오피스 상위권 차지
극장가 황금연휴에도 일일 관객수 7만명대[박스오피스]
재개봉 영화 ‘라라랜드’ 박스오피스 1위 재탈환
[박스오피스]재개봉 '라라랜드'·'어벤져스' 나란히 1·2위
애니 ‘트롤 : 월드투어’ 이틀째 박스오피스 1위…일일 관객수 10만명대 회복
"재개봉 '라라랜드', 3일째 박스오피스 정상 [오늘의 1위①]"
'트롤 : 월드 투어' 박스오피스 1위… '나의 청춘은 너의 것' '저 산 너머' 상...
"개봉 D-1 '저 산 너머', 이틀 연속 박스오피스 1위...하루 관객 2만명대"
"재개봉 '라라랜드', 주말박스오피스 1위 [★무비차트]"
"다니엘 래드클리프 '건즈 아킴보', 박스오피스 1위"
'저 산 너머' 개봉전 박스오피스 1위 진기록...평일 관객수 1만명대 재추락
애니메이션 '트롤: 월드 투어' 개봉 첫 주 박스오피스 1위
"‘트롤: 월드 투어’, 5일 연속 박스오피스 1위..2위 ‘나의 청춘은 너의 것’"
[박스오피스] 개봉작 부재에 일일 관객 수도 정체
[박스오피스] 개봉작 부재에 일일 관객 수도 정체
"‘성추문’ 우디 앨런 신작, 박스오피스·예매율 1위→굿즈 상영회 매진까지"
‘트롤’ 1위했지만..황금연휴 무색한 관객수[박스오피스]
'트롤' 박스오피스 1위…일일 관객 '껑충'
답없는 박스오피스…입장권 매출 작년의 반토막
드림웍스 애니메이션 ‘트롤:월드투어’ 박스오피스 1위
신작 대신 재개봉작 대세...’라라랜드’ 박스오피스 1위
[박스오피스]재개봉 '라라랜드' 신작 제치고 3일 연속 1위
[투데이 연예톡톡] '저 산 너머' 개봉 전부터 박스오피스 1위
"극장 하루 관객 2만 명대 속 '라라랜드', 6일째 박스오피스 1위"
"'건즈 아킴보', 박스오피스 1위..日 총관객수 2만명 하락 [★무비차트]"
재개봉 '라라랜드' 22일만 다시 박스오피스 1위[★무비차트]
"故김수환 추기경 영화 ‘저 산 너머’, 개봉 전 시사회로 박스오피스 1위"
"재개봉 '라라랜드', 주말 박스오피스 1위…주말관객 10만명선 회복[박스S]"
'저 산 너머' 개봉일 한국 영화 박스오피스 1위…입소문 흥행 예고 [무비:스코...
"재개봉 '라라랜드' 코로나19 사태 속 박스오피스 1위, 하루 관객 1만명대"
"'저 산 너머', 이틀째 박스오피스 1위...'라라랜드' 2위 [오늘의 1위①]"
"박스오피스 | ‘트롤: 월드 투어’ 이틀째 1위, 대만 멜로영화 ‘나의 청춘은..."
"'서치아웃' 박스오피스 1위, 韓 영화 50일 만에 정상"
[영화랭킹] '라라랜드' 2주 연속 주말 박스오피스 정상
"'저 산 너머', 개봉전 박스오피스 1위...코로나19가 만든 기현상 [오늘의 1위..."
재개봉 '라라랜드' 9일 연속 박스오피스 1위 '누적관객수 368만명'
[박스오피스] 재개봉 '라라랜드' 7일째 1위… '저 산 너머' 예매율 정상 등극
"[Nbox] 재개봉작 '라라랜드', 코로나19 여파 속 주말 박스오피스 1위"
드림웍스 애니메이션 ‘트롤:월드투어’ 이틀째 박스오피스 1위 차지
이세영 주연 공포물 ‘호텔 레이크’ 주말 한국영화 1위[박스오피스]
"‘트롤:월드투어’ 박스오피스 1위, 극장가 활력 “흥행 청신호”"
"재개봉 ‘라라랜드’ 8일째 1위, 누적 관객 367만명[박스오피스]"
"재개봉 ‘라라랜드’ 6일째 1위, 총관객 2만1천명↑[박스오피스]"
바닥 친 박스오피스? 관객 소폭 증가하며 반등 모색
"재개봉 ‘라라랜드’ 8일째 1위, 누적 관객 367만명[박스오피스]"
"재개봉 ‘라라랜드’ 6일째 1위, 총관객 2만1천명↑[박스오피스]"
바닥 친 박스오피스? 관객 소폭 증가하며 반등 모색
"‘라라랜드’, 코로나19 장기화 속 5일째 박스오피스 1위"
"재개봉 '라라랜드', 22일만에 박스오피스 정상 탈환 [오늘의 1위①]"
"영화 ‘1917’, 재개봉 ‘라라랜드’-‘어벤져스’ 제치고 박스오피스 1위 탈..."
"재개봉 ‘라라랜드’ 주말 1위, 총관객 10만↓[박스오피스]"
"‘1917’ 코로나19 여파로 뜻밖의 장기흥행, 1위 재탈환[박스오피스]"
[공식] 5월의 공포 괴담…'호텔 레이크' 개봉 주말 韓 영화 박스오피스 1위
코로나19에 문닫은 中극장가…박스오피스 5조원 손실
"총관객 2만명, 텅 빈 극장서 ‘라라랜드’ 5일째 1위[박스오피스]"
[공식] 5월의 공포 괴담…'호텔 레이크' 개봉 주말 韓 영화 박스오피스 1위
코로나19에 문닫은 中극장가…박스오피스 5조원 손실
"재개봉 '라라랜드', 박스오피스 1위...주말 총 관객 10만 복귀 실패"
'서치아웃' 박스오피스 정상…韓영화 2월 이후 첫 1위
"[영화랭킹] ‘레이니 데이 인 뉴욕’, 박스오피스 1위 유지… ‘저 산 너머’..."
재개봉 '라라랜드' '어벤져스' 박스오피스 1·2위...3일째 하루 관객 2만명대
"故김수환 추기경 ‘저 산 너머’, 개봉 전 시사회로 이틀째 박스오피스 정상"
‘라라랜드’ 재개봉 이후 9일째 박스오피스 1위
강릉 출신 최종태 감독 영화 `저 산 너머' 개봉 전 박스오피스 1위
‘라라랜드’ 재개봉 이후 9일째 박스오피스 1위
강릉 출신 최종태 감독 영화 `저 산 너머' 개봉 전 박스오피스 1위
"[박스오피스]건즈 아킴보, 서치 아웃 제치고 1위...누적관객 8919명"
신작 개봉에도..긴장감 없는 박스오피스 [주말흥행기상도]
[영화랭킹] '라라랜드' 주말 박스오피스 1위 탈환
[투데이 연예톡톡] '서치 아웃' 박스오피스 1위 출발
`서치 아웃` 1위 첫 출발에도…극장가 기근 여전[MK박스오피스]
"‘트롤: 월드 투어’, 6일 연속 박스오피스 1위..2위 ‘패왕별희 디 오리지널..."
"[공식] '트롤 : 월드투어', 개봉 첫날 박스오피스 1위…4월 최고 오프닝스코어"
"‘라라랜드’, 8일 연속 박스오피스 1위..코로나19 여파 영화관 침체 지속"
"[공식] '트롤 : 월드투어', 개봉 첫날 박스오피스 1위…4월 최고 오프닝스코어"
"‘라라랜드’, 8일 연속 박스오피스 1위..코로나19 여파 영화관 침체 지속"
"‘건즈 아킴보’, ‘서치 아웃’ 누르고 새로운 1위[MK박스오피스]"
"박스오피스 | ‘서치 아웃’, 오랜만에 정상 차지한 국내영화…’건즈 아킴보..."
'서치 아웃' 박스오피스 1위…코로나19 속 오랜만 韓 영화 1위
"'1917', 역주행→5일째 박스오피스 정상 [오늘의 1위①]"
[최신영화순위] '라라랜드' 재개봉 5일 연속 박스오피스 1위
침체된 극장가 살리는 영화 ‘라라랜드’ 박스오피스 1위 복귀
"신작 증발 극장가, 재개봉작 ‘라라랜드’·‘어벤져스’ 톱 차지[박스오피스..."
故김수환 추기경 영화 ‘저 산 너머’ 정식 개봉 전 1위 ‘기염’[박스오피스...
"신작 증발 극장가, 재개봉작 ‘라라랜드’·‘어벤져스’ 톱 차지[박스오피스..."
[DA:박스] ‘서치 아웃’ 51일 만에 한국 영화 박스오피스 정상 탈환
故김수환 추기경 영화 ‘저 산 너머’ 정식 개봉 전 1위 ‘기염’[박스오피스...
개봉 안 한 ‘저 산 너머’ 이틀째 1위‥1만명 돌파 목전[박스오피스]
"日, 박스오피스 집계 중단 ""코로나 비상사태-극장 휴관 여파"""
"‘트롤: 월드 투어’, 4일 연속 박스오피스 1위 차지..2위 ‘나의 청춘은 너의..."
재개봉 '라라랜드' 박스오피스 이틀째 1위
"주말 ""박스오피스 1917 역주행...예매순위 1위"""
음악영화 ‘라라랜드’ 5일 연속 박스오피스 1위
"‘라라랜드’, 6일 연속 박스오피스 1위..코로나19 여파 일일 관객수 2만명대"
"‘라라랜드’, 6일 연속 박스오피스 1위..코로나19 여파 일일 관객수 2만명대"
"재개봉 ‘라라랜드’ 4일째 1위, 총관객 또 1만명대로[박스오피스]"
"[영화랭킹] ‘레이니 데이 인 뉴욕’, 개봉 첫 날 박스오피스 1위… 극장 日관..."
[박스오피스IS] 총선날 4만5000명 극장行…4월 중 최고치(종합)
"‘라라랜드’, 5일 연속 박스오피스 1위..코로나19 여파 일일 관객수 2만명대"
고작 2700명 봤는데 '박스오피스 정상'…코로나19 극장가
"‘트롤: 월드 투어’, 개봉 첫날 박스오피스 1위..2위는 ‘나의 청춘은 너의 ..."
"'저 산 너머', '집으로' 잇는 가족영화…개봉 전 이틀 연속 박스오피스 1위"
"‘저 산 너머’, 한국영화 박스오피스 & 좌석판매율 1위 “꼭 필요한 힐링”"
'서치 아웃' 개봉 첫날 박스오피스 1위 출발
'서치 아웃' 개봉 첫날 박스오피스 1위 출발
"재개봉 ‘라라랜드’, 박스오피스 1위..극장 관객수 1만8000명대"
"[무비차트] 재개봉 '라라랜드' 9일째 박스오피스 1위, 土 총관객 4만8천명"
"‘라라랜드’ 다시 1위 역주행, 대혼전 극장가[박스오피스]"
"재개봉 ‘라라랜드’, 3일 연속 박스오피스 1위..코로나19 여파 영화관 침체"
'라라랜드' 박스오피스 1위… '1917' '이누야시키 : 히어로 vs 빌런' 상위권
세월호 다큐 ‘유령선’ 의미있는 1만 돌파 눈앞에[박스오피스]
"‘트롤: 월드 투어’, 이틀째 박스오피스 1위..한달 반만에 일일 관객수 10만..."
"4년만 재개봉 ‘라라랜드’ 역주행, 이틀 연속 1위[박스오피스]"
어벤져스까지 재등장…효과는 글쎄[주말박스오피스]
어벤져스까지 재등장…효과는 글쎄[주말박스오피스]
코로나19로 덮친 中 영화계...박스오피스도 '스톱'[NC이슈]
"[주말박스오피스] 4년 만에 돌아온 ‘라라랜드’, 봄감성 저격 성공"
지난해 중국 박스오피스 Top10 중 8편이 ‘중국산’
'트롤: 월드투어' 개봉 첫날 박스오피스 1위...극장가 심폐소생
"텅 빈 극장가, '라라랜드' 박스오피스 1위 [오늘의 1위①]"
"故 김수환 추기경 어린시절 그린 '저 산 너머' 개봉 D-2, 28일 박스오피스 1위"
[아유경제_문화] 재개봉 '라라랜드' 6일째 박스오피스 1위 유지
'서치아웃' 개봉일 1위…51일 만에 韓영화 박스오피스 1위 복귀
"‘1917’ 역주행 5일째 계속, 누적 관객 76만명[박스오피스]"
"'서치 아웃', 개봉일 박스오피스 1위에도 관객수는 5천명↑..코로나19 타격[공..."
"‘1917’ 역주행 5일째 계속, 누적 관객 76만명[박스오피스]"
"‘트롤: 월드 투어’, 3일 연속 박스오피스 1위..2위 ‘나의 청춘은 너의 것’"
"‘라라랜드’, 4일 연속 박스오피스 1위..코로나19 여파 일일 관객수 1만명대"
"'서치아웃', 박스오피스 1위로 출발…韓 영화 50일만 정상 [무비투데이]"
"‘건즈 아킴보’, 박스오피스 1위 등극..코로나19 확산 여파 영화관 ‘비상’"
봄=로코 흥행불패? ‘나의 청춘은 너의 것’ 개봉 첫날 극영화 박스오피스 1위
세월호 다큐 ‘유령선’ 개봉 2주차 주말 독립영화 박스오피스 1위(공식)
"'라라랜드', 5일 연속 박스오피스 1위...극장 일일관객 총 2만명대"
"[박스오피스IS] '서치 아웃', 하루 만에 2위로 하락..'건즈 아킴보' 1위 탈환"
"'라라랜드', 5일 연속 박스오피스 1위...극장 일일관객 총 2만명대"
"[박스오피스IS] '서치 아웃', 하루 만에 2위로 하락..'건즈 아킴보' 1위 탈환"
"재개봉 ‘라라랜드’, 22일만에 박스오피스 1위 탈환..영화관 침체 지속"
"‘서치 아웃’, 개봉 첫날 박스오피스 1위 차지..코로나19 여파 영화관 ‘침체..."
"재개봉 ‘라라랜드’, 2일 연속 박스오피스 1위..코로나19 여파 영화관 침체"
"'1917' 또 역주행, 박스오피스 1위 탈환...주말 관객 10만 돌파 실패"
일 관객수 2만명대 속 '라라랜드' 박스오피스 1위...'이누야시키' 순위권 진입
